sasija;Znamka vozila;Leto izdelave;Število lastnikov;Barva;Vrsta goriva;Oznaka motorja;Moč;Prostornina;EURO oznaka;Prva registracija;Prve registracija (SI);Status/starost
SB172DBN00E068281;TOYOTA AVENSIS / COMBI 2.0 / D;None;1;None;None;None;/ kW;/ ccm;ni podatka;2001-12-27;2008-11-25 UVOŽEN;57 let
ZD4STD0004S000291;APRILIA MX 50;None;3;None;None;None;/ kW;/ ccm;ni podatka;2004-08-01;2004-08-24 UVOŽEN;19 let
WKK62942113000291;SETRA SETRA;None;1;None;None;None;/ kW;/ ccm;ni podatka;2003-09-01;2003-09-23 UVOŽEN;
ZAPC4610000049061;GILERA RUNNER RST 50 SP /;None;1;None;None;None;/ kW;/ ccm;ni podatka;2010-05-21;2010-05-21;46 let
TMBBS21Z752067864;ŠKODA OCTAVIA / 1.9;None;1;None;None;None;/ kW;/ ccm;ni podatka;2005-03-01;2005-03-23 UVOŽEN;
JHMEG85500S020089;HONDA CIVIC;None;4;None;None;None;/ kW;/ ccm;ni podatka;1992-11-01;1992-11-03 UVOŽEN;33 let
WVWZZZ1KZ4W110736;VOLKSWAGEN GOLF / 2.0;None;4;None;None;None;/ kW;/ ccm;ni podatka;2004-04-01;2004-04-02 UVOŽEN;55 let
VF1KZ1G0643546798;RENAULT MEGANE / GRANDTOUR 1.5 / DCI;None;2;None;None;None;/ kW;/ ccm;ni podatka;2010-06-18;2010-06-18;33 let
RF15A100796;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WAUZZZ8K3CA047199;AUDI A4 / 2.0 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2011-09-05;2011-09-05;
ZFA16000004898639;FIAT TIPO / 1.6 IE SX;None;3;None;None;None;/ kW;/ ccm;ni podatka;1995-04-01;1995-04-13 UVOŽEN;60 let
W0L000022S1118292;OPEL OMEGA;None;5;None;None;None;/ kW;/ ccm;ni podatka;1998-05-01;1998-05-11 UVOŽEN;34 let
GA300133340;FORD-D TAUNUS / 17 M;1967;3;navaden - SIVA - SVETLA;Bencin;P5;51 kW;1699 ccm;EURO 0;1981-09-23;1981-09-23;Fizična oseba 42 let
ZAPC2500008004165;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VBKGSN4095M795631;KTM 640 LC4 /;None;3;None;None;None;/ kW;/ ccm;ni podatka;2007-01-25;2007-01-25;56 let
WBAUD710X0P430085;BMW 118 / / d;None;2;None;None;None;/ kW;/ ccm;ni podatka;2010-03-08;2010-03-08;45 let
WVWZZZ1KZ7P080593;VOLKSWAGEN GOLF / 1.9 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2007-05-31;2007-05-31;
VF7290B52UD429486;CITROEN C 25 D;None;2;None;None;None;/ kW;/ ccm;ni podatka;1995-01-01;1995-01-11 UVOŽEN;51 let
XLDMXZ22000033060;PACTON MXZ 220;None;1;None;None;None;/ kW;/ ccm;ni podatka;2002-10-01;2002-10-29 UVOŽEN;39 let
YV2A4DACXYB237433;VOLVO FH 12 6X2;None;1;None;None;None;/ kW;/ ccm;ni podatka;2002-10-01;2002-10-29 UVOŽEN;39 let
WVWZZZ1KZ5P008864;VOLKSWAGEN GOLF / 1.9 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2005-03-01;2005-03-04 UVOŽEN;
W0L000036T5165069;OPEL VECTRA / 1.6 IGL;None;4;None;None;None;/ kW;/ ccm;ni podatka;1996-06-01;1996-06-17 UVOŽEN;28 let
VF1B56P6521437809;RENAULT LAGUNA;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-11-01;1999-11-25 UVOŽEN;
LLCLS22A061000715;LONCIN LX 200;None;1;None;None;None;/ kW;/ ccm;ni podatka;2006-02-06;2006-02-06;38 let
WAUZZZ8P09A085199;AUDI A3 / 1.9 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2009-01-01;2012-04-04 UVOŽEN;56 let
WVWZZZ1KZ9W028636;VOLKSWAGEN GOLF / 1.9 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2008-07-17;2011-07-29 UVOŽEN;
VF1BT110643312074;RENAULT LAGUNA / 2.0 / DCI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2010-04-30;2010-04-30;
WDB2110061A296531;MERCEDES-BENZ E / 220;2003;1;navaden - MODRA - TEMNA;Dizel;OM646,646,961;110 kW;2148 ccm;EURO 3;2006-02-15;2006-02-15;Pravna oseba
VF1BA0F0G16351889;RENAULT MEGANE;None;10;None;None;None;/ kW;/ ccm;ni podatka;1997-05-01;1997-05-16 UVOŽEN;29 let
WDB6584181K125600;MERCEDES-BENZ 2538 L 6X2;None;2;None;None;None;/ kW;/ ccm;ni podatka;1998-09-01;1998-09-28 UVOŽEN;66 let
WBACA71070FL72396;BMW 316 / I;None;3;None;None;None;/ kW;/ ccm;ni podatka;1996-05-01;1996-05-13 UVOŽEN;28 let
VF1SMRF0532576460;RENAULT MEGANE / 1.5 / DCI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2004-11-25;2009-04-21 UVOŽEN;49 let
VGAS1B0KB00016080;PEUGEOT SPEEDFIGHT;None;2;None;None;None;/ kW;/ ccm;ni podatka;2002-04-01;2002-04-26 UVOŽEN;43 let
WKESDP27011268329;KRONE SDP 27;2002;1;navaden - MODRA - SVETLA;None;None;/ kW;/ ccm;ni podatka;2003-03-14;2003-03-14;Pravna oseba
VF1JZ140648627635;RENAULT SCENIC / 1.5 / DCI;None;1;kovinski - ČRNA - SREDNJA;Dizel;K9K A6;81 kW;1461 ccm;EURO 5;2013-03-29;2013-03-29;Pravna oseba
VF3221RA212038892;PEUGEOT 806 / ST TURBO;None;3;None;None;None;/ kW;/ ccm;ni podatka;1995-03-01;1995-03-27 UVOŽEN;40 let
YV1AS694081063657;VOLVO S80 / 2.4 / TD AUT.;None;1;None;None;None;/ kW;/ ccm;ni podatka;2007-11-12;2012-12-18 UVOŽEN;
WBAUE31000E167820;BMW 116 / I;None;1;None;None;None;/ kW;/ ccm;ni podatka;2008-04-15;2008-11-28 UVOŽEN;22 let
VF1C57A0514355351;RENAULT CLIO / 1.2 BEBOP;None;2;None;None;None;/ kW;/ ccm;ni podatka;1996-02-01;1996-02-06 UVOŽEN;42 let
VF1B57B0510274875;RENAULT CLIO;None;4;None;None;None;/ kW;/ ccm;ni podatka;1993-06-01;1993-06-03 UVOŽEN;45 let
WDB2112161A244975;MERCEDES BENZ E / 270 T / CDI AUT.;None;1;None;None;None;/ kW;/ ccm;ni podatka;2003-05-15;2012-10-30 UVOŽEN;63 let
WVWZZZ1KZ8W191241;VOLKSWAGEN GOLF / 1.9 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2008-02-01;2011-09-29 UVOŽEN;35 let
463524;TOMOS APN 6 S;None;1;None;None;None;/ kW;/ ccm;ni podatka;2002-06-01;2002-06-21 UVOŽEN;25 let
WF0FXXGBBFWP16095;FORD None;None;1;None;None;None;/ kW;/ ccm;ni podatka;1999-05-01;None UVOŽEN;65 let
WAUZZZ8P08A129166;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ1KZAP127582;VOLKSWAGEN GOLF / 1.6 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2010-03-29;2010-03-29;
WVWZZZ1KZ5W555411;VOLKSWAGEN GOLF PLUS / 1.9 / TDI;2005;1;None;None;None;/ kW;/ ccm;ni podatka;2005-11-14;2009-01-13 UVOŽEN;Pravna oseba
WDB2110231A744844;MERCEDES BENZ E / 280 / CDI;2005;1;kovinski - MODRA - TEMNA;Dizel;648961;130 kW;3222 ccm;EURO 4;2005-12-02;2007-03-20 UVOŽEN;Pravna oseba
VF1BR140H44107658;RENAULT CLIO / 1.2 / 16V;None;1;None;None;None;/ kW;/ ccm;ni podatka;2011-01-07;2011-01-07;48 let
LHJSNM7027B010101;BASHAN ATV200S-7;None;2;None;None;None;/ kW;/ ccm;ni podatka;2008-04-04;2008-04-04;26 let
VSSZZZ1PZ8R101039;SEAT LEON / 1.9 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2009-03-18;2009-03-18;40 let
WF0WXXGBBW3P62070;FORD MONDEO;None;1;None;None;None;/ kW;/ ccm;ni podatka;2004-01-27;2007-06-05 UVOŽEN;
VF1KZ1G0643785668;RENAULT MEGANE / GRANDTOUR 1.5 / DCI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2010-09-03;2010-09-03;
WVWZZZ6RDZY193363;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ1KZ7P059192;VOLKSWAGEN GOLF / 1.9 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2007-03-30;2007-03-30;44 let
ZZ1A8GBAP00735729;TOMOS HIP HOP DELIVERY;None;1;None;None;None;/ kW;/ ccm;ni podatka;2008-09-04;2008-09-04;
XLER4X20005186787;SCANIA R 480 / 3700 EURO 4;None;1;None;None;None;/ kW;/ ccm;ni podatka;2007-11-08;2007-11-08;
PL1C96MNLWB030745;PROTON PERSONA / 313;None;3;None;None;None;/ kW;/ ccm;ni podatka;1999-06-01;1999-06-24 UVOŽEN;25 let
WVWZZZ1KZ5B124630;VOLKSWAGEN GOLF / 1.9 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2005-04-14;2009-09-02 UVOŽEN;
WVWZZZ1KZCW218145;VOLKSWAGEN GOLF / 1.6 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2012-05-21;2012-05-21;55 let
WDB2200701A049214;MERCEDES-BENZ S;None;5;None;None;None;/ kW;/ ccm;ni podatka;2001-11-01;2001-11-30 UVOŽEN;37 let
ZZ1B7YRAB00734142;TOMOS AB - SUPERMOTARD R /;None;2;None;None;None;/ kW;/ ccm;ni podatka;2007-07-18;2007-07-18;48 let
WBAUY11040F037853;BMW 320 / TOURING / d AUT.;None;1;None;None;None;/ kW;/ ccm;ni podatka;2011-03-30;2011-03-30;37 let
H0001300980000023;LASTNA IZDELAVA 1300;None;3;None;None;None;/ kW;/ ccm;ni podatka;1998-10-01;1998-10-19 UVOŽEN;61 let
ZFFTJ65B000189453;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VF32E8HXF44033922;PEUGEOT 206 / BREAK 1.4;None;2;None;None;None;/ kW;/ ccm;ni podatka;2004-05-01;2004-05-18 UVOŽEN;35 let
VF1JK04A638891765;RENAULT ESPACE / 2.0 / DCI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2007-11-15;2012-01-30 UVOŽEN;36 let
W0L000087P1028382;OPEL VECTRA / 1.6 IGLS;None;1;None;None;None;/ kW;/ ccm;ni podatka;1993-08-01;1993-08-04 UVOŽEN;58 let
WBAUG51080PV20105;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ1KZ4P062308;VOLKSWAGEN GOLF / 2.0;None;2;None;None;None;/ kW;/ ccm;ni podatka;2004-04-01;2004-04-20 UVOŽEN;35 let
VSSZZZ6JZ9R071406;SEAT IBIZA / 1.4 /;None;1;None;None;None;/ kW;/ ccm;ni podatka;2008-12-22;2008-12-22;31 let
VF1BMR20530274283;RENAULT MEGANE / 1.5;None;2;None;None;None;/ kW;/ ccm;ni podatka;2004-02-01;2004-02-25 UVOŽEN;44 let
WV2ZZZ7HZ7H119833;VOLKSWAGEN TRANSPORTER K+ 1.9 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2007-03-30;2007-03-30;
WV2ZZZ2KZ8X015614;VOLKSWAGEN CADDY / 1.9 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2007-09-27;2007-09-27;
WVWZZZ1KZ9W805570;VOLKSWAGEN GOLF PLUS / 1.9 / TDI AUT.;None;1;None;None;None;/ kW;/ ccm;ni podatka;2008-07-14;2012-03-26 UVOŽEN;
WVWZZZ1KZ4B061772;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
JYARN191000019124;YAMAHA YZF-R1 /;None;2;None;None;None;/ kW;/ ccm;ni podatka;2008-07-03;2008-07-03;39 let
GBBCMR45290;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ3BZ2E372916;VOLKSWAGEN PASSAT / 1.9;None;2;None;None;None;/ kW;/ ccm;ni podatka;2004-11-01;2004-11-12 UVOŽEN;33 let
154FMI80706928;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
SB1JM22E30E006752;TOYOTA-GB COROLLA / 1.4;None;3;None;None;None;/ kW;/ ccm;ni podatka;2002-02-01;2002-02-25 UVOŽEN;51 let
VF7S0HDZE56060820;CITROEN SAXO / 1.1 I;None;4;None;None;None;/ kW;/ ccm;ni podatka;1996-10-01;1996-10-09 UVOŽEN;58 let
WBAFF41000LZ05851;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ1KZ9W083486;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WVWZZZ6NZSY206577;VOLKSWAGEN POLO / 55;None;2;None;None;None;/ kW;/ ccm;ni podatka;1995-08-01;1995-08-11 UVOŽEN;26 let
WVWZZZ1KZ6W110819;VOLKSWAGEN GOLF / 2.0;None;2;None;None;None;/ kW;/ ccm;ni podatka;2006-01-25;2006-01-25;27 let
VF3WCKFUC34181345;PEUGEOT 207 / 1.4 / i 16V;None;1;None;None;None;/ kW;/ ccm;ni podatka;2008-01-24;2008-01-24;35 let
WAUZZZ8PX9A038357;AUDI A3 / 1.9 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2008-10-30;2008-10-30;24 let
WBANX910X0CU44941;BMW 535 / / d AUT.;None;1;None;None;None;/ kW;/ ccm;ni podatka;2007-12-07;2007-12-07;37 let
WVWZZZ1KZ5P050630;VOLKSWAGEN GOLF / 2.0;2005;1;kovinski - SIVA - SVETLA;Dizel;BDK;55 kW;1968 ccm;EURO 3;2005-02-10;2005-02-10;Fizična oseba 56 let
VF1JZ0V0641414755;RENAULT SCENIC / 1.6 / 16V;None;1;None;None;None;/ kW;/ ccm;ni podatka;2009-07-16;2009-07-16;41 let
WBAUD91050PZ06318;BMW 120 / D;None;1;None;None;None;/ kW;/ ccm;ni podatka;2007-09-26;2009-08-14 UVOŽEN;33 let
WVGZZZ1TZ5W158579;VOLKSWAGEN TOURAN / 1.9;None;1;None;None;None;/ kW;/ ccm;ni podatka;2006-02-02;2006-02-02;57 let
ZAPC1400003054805;PIAGGIO GILERA RUNNER 50;2000;3;navaden - ZELENA - SVETLA;None;None;/ kW;/ ccm;ni podatka;2002-04-22;2002-04-22;Fizična oseba 21 let
ZFA17600004883780;FIAT PUNTO / 60;None;5;None;None;None;/ kW;/ ccm;ni podatka;1999-06-01;1999-06-18 UVOŽEN;52 let
W0L000034M2827580;OPEL KADETT / 1.6 I;None;3;None;None;None;/ kW;/ ccm;ni podatka;1991-09-01;1991-09-19 UVOŽEN;33 let
WBAFF41070L105550;BMW X5 / 3.0 / d AUT.;None;1;None;None;None;/ kW;/ ccm;ni podatka;2008-06-11;2008-06-11;
760005029;TAM 60 T 5 BK;None;4;None;None;None;/ kW;/ ccm;ni podatka;1976-12-01;1976-12-22 UVOŽEN;Fizična oseba 37 let
VF1BM0G0627675346;RENAULT MEGANE / 1.9;None;4;None;None;None;/ kW;/ ccm;ni podatka;2003-02-01;2003-02-11 UVOŽEN;24 let
WBAPP71080A229566;BMW 320;None;1;None;None;None;/ kW;/ ccm;ni podatka;2009-04-10;2009-04-10;
VF1BB2T0533460081;RENAULT CLIO / 1.2;None;2;None;None;None;/ kW;/ ccm;ni podatka;2005-04-01;2005-04-04 UVOŽEN;33 let
JMZGF14S201421892;MAZDA 626;None;1;None;None;None;/ kW;/ ccm;ni podatka;2001-05-01;2001-05-31 UVOŽEN;
VF1C57A0514229830;RENAULT CLIO / 1.2 BEBOP;None;2;None;None;None;/ kW;/ ccm;ni podatka;1995-12-01;1995-12-21 UVOŽEN;23 let
VF1557K0F16474524;RENAULT CLIO / 1.2 RL;None;3;None;None;None;/ kW;/ ccm;ni podatka;1997-06-01;1997-06-13 UVOŽEN;29 let
RFBT8000041300325;KYMCO SPACER 50 /;None;2;None;None;None;/ kW;/ ccm;ni podatka;2005-08-01;2005-08-29 UVOŽEN;46 let
VF1B57B0510208998;RENAULT CLIO / 1.4 RT;None;4;None;None;None;/ kW;/ ccm;ni podatka;1993-04-01;1993-04-23 UVOŽEN;53 let
30940210378401;MERCEDES-BENZ L 508 D 35;None;1;None;None;None;/ kW;/ ccm;ni podatka;1980-10-01;1980-10-17 UVOŽEN;73 let
WVWZZZ1KZ9P010112;VOLKSWAGEN GOLF / 1.9 / TDI;None;2;None;None;None;/ kW;/ ccm;ni podatka;2008-06-30;2008-06-30;48 let
WAUZZZ8PX6A031288;AUDI A3 / 2.0 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2005-08-01;2012-10-25 UVOŽEN;24 let
ZZ1A8GBAP00A61730;TOMOS HIP HOP DELIVERY /;None;1;None;None;None;/ kW;/ ccm;ni podatka;2011-06-14;2011-06-14;
TMBAEF300R0988856;ŠKODA FAVORIT / GLX;None;2;None;None;None;/ kW;/ ccm;ni podatka;1994-12-01;1994-12-19 UVOŽEN;33 let
WAUZZZ8P0AA011673;AUDI A3 / 1.9 / TDI;None;3;None;None;None;/ kW;/ ccm;ni podatka;2009-10-07;2009-10-07;27 let
VF1C4070513892526;RENAULT R5 / FIVE;None;2;None;None;None;/ kW;/ ccm;ni podatka;1995-10-01;1995-10-09 UVOŽEN;55 let
WVWZZZ1JZ3B110156;VOLKSWAGEN GOLF / 1.9 / TDI;None;3;None;None;None;/ kW;/ ccm;ni podatka;2003-01-17;2006-10-30 UVOŽEN;23 let
W0LJ7ACA64V625112;OPEL VIVARO 1.9;None;2;None;None;None;/ kW;/ ccm;ni podatka;2004-06-01;2004-06-22 UVOŽEN;33 let
TMBHT21Z4D2093859;ŠKODA OCTAVIA / COMBI 1.6 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2012-12-20;2012-12-20;
U5YFF23128L010296;KIA CEED / 1.4 /;None;1;None;None;None;/ kW;/ ccm;ni podatka;2008-05-13;2008-05-13;
VF1KC0CAF17572280;RENAULT KANGOO / 1.4 E RT;None;3;None;None;None;/ kW;/ ccm;ni podatka;1998-03-01;1998-03-13 UVOŽEN;44 let
WAUZZZ8T39A033661;AUDI A5 / 3.0 / TDI Q V-AUT.;None;1;None;None;None;/ kW;/ ccm;ni podatka;2009-12-16;2009-12-16;
WAUZZZ4F56N097415;AUDI A6 / 2.7 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2005-11-22;2008-12-09 UVOŽEN;
WAUZZZ4F18N170394;AUDI A6 / AVANT 2.0 / TFSI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2008-08-08;2008-08-08;
VF1557K0F16752162;RENAULT CLIO / 1.2 FIDJI;None;2;None;None;None;/ kW;/ ccm;ni podatka;1997-10-01;1997-10-20 UVOŽEN;49 let
VF33H9HZC85128099;PEUGEOT 307 / MONOSPACE 1.6 / HDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2008-02-15;2011-09-15 UVOŽEN;
VSSZZZ1PZ6R019996;SEAT LEON / 1.9;None;2;None;None;None;/ kW;/ ccm;ni podatka;2005-10-01;2005-10-22 UVOŽEN;56 let
PL1C96LNLWB166811;PROTON 413 / GLSI;None;2;None;None;None;/ kW;/ ccm;ni podatka;1998-05-01;1998-05-25 UVOŽEN;61 let
WVWZZZ1KZ6W156798;VOLKSWAGEN GOLF / 1.9 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2006-05-23;2006-05-23;55 let
WVWZZZ1KZ4P028306;VOLKSWAGEN GOLF / 2.0;None;2;None;None;None;/ kW;/ ccm;ni podatka;2004-01-01;2004-01-30 UVOŽEN;40 let
VF1FDB2H637597597;RENAULT MASTER FURGON 2.5 / DCI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2007-04-06;2009-12-07 UVOŽEN;
VF1BZ1U0644878924;RENAULT MEGANE / 1.6 / 16V;None;1;None;None;None;/ kW;/ ccm;ni podatka;2011-08-18;2011-08-18;
VF1JM1R0637605333;RENAULT SCENIC / 1.6 / 16V;None;1;None;None;None;/ kW;/ ccm;ni podatka;2007-04-13;2007-04-13;58 let
ZD0RP051000003412;YAMAHA BT 1100;None;4;None;None;None;/ kW;/ ccm;ni podatka;2002-05-01;2002-05-29 UVOŽEN;48 let
W0921223210G22040;SCHMITZ GOTHA SKI 18-7,2;2001;1;navaden - RDEČA - SREDNJA;Ni goriva;None;-1 kW;-1 ccm;ni podatka;2001-11-30;2006-08-30 UVOŽEN;Pravna oseba
ZFA18800000083794;FIAT PUNTO / 1.2;None;3;None;None;None;/ kW;/ ccm;ni podatka;2000-02-01;2000-02-09 UVOŽEN;32 let
WVWZZZ1KZ7P013733;VOLKSWAGEN GOLF / 1.9 / TDI;None;2;None;None;None;/ kW;/ ccm;ni podatka;2006-12-08;2006-12-08;27 let
VNKKG98340A342740;TOYOTA YARIS / 1.0 /;None;1;None;None;None;/ kW;/ ccm;ni podatka;2011-08-30;2011-08-30;70 let
WAUZZZ8P94A070435;AUDI A3 / 1.9 / TDI;None;3;None;None;None;/ kW;/ ccm;ni podatka;2004-01-02;2008-06-03 UVOŽEN;48 let
WVWZZZ1KZ9P479564;VOLKSWAGEN GOLF / 2.0 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2009-05-22;2009-05-22;
WVWZZZ1JZ4D019971;VOLKSWAGEN GOLF / 1.9;None;1;None;None;None;/ kW;/ ccm;ni podatka;2003-11-01;2003-11-21 UVOŽEN;58 let
VF1BA0E0514413476;RENAULT MEGANE / 1.4;None;5;None;None;None;/ kW;/ ccm;ni podatka;1996-02-01;1996-02-28 UVOŽEN;27 let
WVWZZZ1KZ8P102045;VOLKSWAGEN GOLF / 1.9 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2008-05-07;2008-05-07;
WBAAA110102308401;BMW 325;None;3;None;None;None;/ kW;/ ccm;ni podatka;1994-10-01;1994-10-03 UVOŽEN;24 let
VF1KZ1G0644215049;RENAULT MEGANE / GRANDTOUR 1.5 / DCI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2011-01-24;2011-01-24;36 let
VF1C4070511678232;RENAULT R5 / FIVE;None;1;None;None;None;/ kW;/ ccm;ni podatka;1994-05-01;1994-05-16 UVOŽEN;87 let
VF7VDPP0012PP0231;CITROEN C 15;None;2;None;None;None;/ kW;/ ccm;ni podatka;1997-02-01;1997-02-10 UVOŽEN;54 let
WJMJ4CSS20C170187;IVECO TRAKKER AD410T44;None;1;None;None;None;/ kW;/ ccm;ni podatka;2006-10-03;2006-10-03;
WVWZZZ3BZ5E119989;VOLKSWAGEN PASSAT;None;1;None;None;None;/ kW;/ ccm;ni podatka;2005-02-14;2008-11-07 UVOŽEN;
WAUZZZ8P74A031181;AUDI A 3 / 1.9;None;2;None;None;None;/ kW;/ ccm;ni podatka;2003-07-01;2003-07-14 UVOŽEN;56 let
WBAPP71040A618057;BMW 320 / / d xDrive AUT.;None;1;None;None;None;/ kW;/ ccm;ni podatka;2010-05-25;2010-05-25;
WBANS71030CP30441;BMW 530 / TOURING / d AUT.;None;1;None;None;None;/ kW;/ ccm;ni podatka;2006-02-01;2009-10-09 UVOŽEN;
WBAHB51060BD57048;BMW 520 / I;None;2;None;None;None;/ kW;/ ccm;ni podatka;1991-08-01;1991-08-27 UVOŽEN;19 let
VF1BMSE0635754514;RENAULT MEGANE / 1.5 / DCI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2006-06-21;2007-05-11 UVOŽEN;54 let
KNEGC2232W5617558;KIA CLARUS / 1.8;None;4;None;None;None;/ kW;/ ccm;ni podatka;1999-06-01;1999-06-14 UVOŽEN;Fizična oseba 30 let
VF1557K0F17114888;RENAULT CLIO / 1.2 FIDJI;None;3;None;None;None;/ kW;/ ccm;ni podatka;1997-11-01;1997-11-14 UVOŽEN;24 let
VF3GJ9HWC95282129;PEUGEOT PARTNER;None;1;None;None;None;/ kW;/ ccm;ni podatka;2007-11-07;2007-11-07;
VF1L5370502895293;IMV R19;None;3;None;None;None;/ kW;/ ccm;ni podatka;1990-06-01;1990-06-15 UVOŽEN;24 let
WVWZZZ1KZ8P026460;VOLKSWAGEN GOLF / 1.9 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2007-09-17;2007-09-17;34 let
WVWZZZ1KZ6W023903;VOLKSWAGEN GOLF / 1.9;None;1;None;None;None;/ kW;/ ccm;ni podatka;2005-08-01;2005-08-19 UVOŽEN;51 let
KLATF48YEWB214956;DAEWOO LANOS / 1.5 SX;None;4;None;None;None;/ kW;/ ccm;ni podatka;1998-04-01;1998-04-08 UVOŽEN;39 let
VF1JMS40635491151;RENAULT SCENIC;None;1;None;None;None;/ kW;/ ccm;ni podatka;2006-05-03;2007-10-30 UVOŽEN;
WBSWD91040PY31843;BMW M3 / /;None;2;None;None;None;/ kW;/ ccm;ni podatka;2008-06-18;2008-06-18;55 let
WBANR710X0CR04243;BMW 530 // D AUT.;None;1;None;None;None;/ kW;/ ccm;ni podatka;2006-02-03;2008-01-22 UVOŽEN;
VF1DZ0V0642488055;RENAULT MEGANE / COUPE 1.6 / 16V;None;1;None;None;None;/ kW;/ ccm;ni podatka;2010-02-23;2010-02-23;45 let
WB10162A0VXA00956;BMW F 650;None;2;None;None;None;/ kW;/ ccm;ni podatka;1997-05-01;1997-05-20 UVOŽEN;44 let
WVWZZZ3CZ7E089799;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
WAUZZZ8P67A194750;AUDI A3 / 1.9 / TDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2007-04-26;2010-11-05 UVOŽEN;
WVWZZZ1KZ5P090011;VOLKSWAGEN GOLF / 2.0;None;1;None;None;None;/ kW;/ ccm;ni podatka;2005-05-01;2005-05-31 UVOŽEN;45 let
VF3KM8HZC20093243;PEUGEOT 1007 / 1.4 / HDI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2007-04-30;2009-06-22 UVOŽEN;57 let
VF1KT0A0641942186;RENAULT LAGUNA / GRANDTOUR 1.5 / DCI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2009-07-30;2011-09-07 UVOŽEN;57 let
ZFA17600001015560;FIAT PUNTO / 75 SX;None;4;None;None;None;/ kW;/ ccm;ni podatka;1999-03-01;1999-03-05 UVOŽEN;23 let
WBAZW61080L562280;None None;None;1;None;None;None;/ kW;/ ccm;ni podatka;None;None;BREZ
VBKHUA4018M710163;HUSABERG 650 FE /;None;2;None;None;None;/ kW;/ ccm;ni podatka;2010-05-28;2010-05-28;28 let
VF1KMSEC637841288;RENAULT MEGANE / GRANDTOUR 1.5 / DCI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2007-06-12;2011-05-26 UVOŽEN;52 let
VF1KZ1G0644346359;RENAULT MEGANE / GRANDTOUR 1.5 / DCI;None;1;None;None;None;/ kW;/ ccm;ni podatka;2011-02-02;2011-02-02;36 let
VF7CHNFUC98263221;CITROEN XSARA PICASSO;None;1;None;None;None;/ kW;/ ccm;ni podatka;2008-01-28;2008-01-28;50 let
WVWZZZ1KZ6W203105;VOLKSWAGEN GOLF / 1.9 / TDI;None;3;None;None;None;/ kW;/ ccm;ni podatka;2006-11-28;2006-11-28;28 let
WBSWD910X0P303434;BMW M3 /;None;2;None;None;None;/ kW;/ ccm;ni podatka;2008-07-31;2010-06-14 UVOŽEN;29 let
